,HORA,PROMEDIO
0, 1:00,18.807557732680195
1, 2:00,17.688387096774193
2, 3:00,16.269283746556475
3, 4:00,15.543018335684062
4, 5:00,15.26909090909091
5, 6:00,15.44504748982361
6, 7:00,19.21505376344086
7, 8:00,24.35981308411215
8, 9:00,24.367130550033135
9, 10:00,22.65979381443299
10, 11:00,18.976809557273366
11, 12:00,17.3015873015873
12, 13:00,16.99375
13, 14:00,18.109302325581396
14, 15:00,18.104704097116844
15, 16:00,17.63994060876021
16, 17:00,18.817037037037036
17, 18:00,18.506164383561643
18, 19:00,18.250338294993234
19, 20:00,18.028149190710767
20, 21:00,18.395977808599167
21, 22:00,18.456962911126663
22, 23:00,18.39106529209622
23, 00:00,18.430344827586207
