,HORA,PROMEDIO
0, 1:00,17.73572593800979
1, 2:00,17.446043165467625
2, 3:00,16.493624772313296
3, 4:00,16.524236983842012
4, 5:00,17.48892674616695
5, 6:00,21.41
6, 7:00,26.179153094462542
7, 8:00,27.486153846153847
8, 9:00,23.51297709923664
9, 10:00,20.13109243697479
10, 11:00,16.688729874776385
11, 12:00,15.401904761904762
12, 13:00,14.427983539094651
13, 14:00,15.002092050209205
14, 15:00,15.570858283433134
15, 16:00,15.194444444444445
16, 17:00,15.809782608695652
17, 18:00,15.645871559633028
18, 19:00,16.184448462929474
19, 20:00,18.14748201438849
20, 21:00,19.057660626029655
21, 22:00,20.114093959731544
22, 23:00,20.28151986183074
23, 00:00,19.27979274611399
